CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,County/County Equivalent,State Name,FIPS Code
16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,Berkeley County,South Carolina,45015
16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,Charleston County,South Carolina,45019
16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,Dorchester County,South Carolina,45035
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Cabarrus County,North Carolina,37025
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Gaston County,North Carolina,37071
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Iredell County,North Carolina,37097
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Lincoln County,North Carolina,37109
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Mecklenburg County,North Carolina,37119
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Rowan County,North Carolina,37159
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Union County,North Carolina,37179
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Chester County,South Carolina,45023
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Lancaster County,South Carolina,45057
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,York County,South Carolina,45091
16820,"Charlottesville, VA",Metropolitan Statistical Area,Albemarle County,Virginia,51003
16820,"Charlottesville, VA",Metropolitan Statistical Area,Buckingham County,Virginia,51029
16820,"Charlottesville, VA",Metropolitan Statistical Area,Fluvanna County,Virginia,51065
16820,"Charlottesville, VA",Metropolitan Statistical Area,Greene County,Virginia,51079
16820,"Charlottesville, VA",Metropolitan Statistical Area,Nelson County,Virginia,51125
16820,"Charlottesville, VA",Metropolitan Statistical Area,Charlottesville city,Virginia,51540
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Catoosa County,Georgia,13047
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Dade County,Georgia,13083
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Walker County,Georgia,13295
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Hamilton County,Tennessee,47065
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Marion County,Tennessee,47115
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Sequatchie County,Tennessee,47153
16940,"Cheyenne, WY",Metropolitan Statistical Area,Laramie County,Wyoming,56021
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Cook County,Illinois,17031
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,DuPage County,Illinois,17043
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Grundy County,Illinois,17063
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Kendall County,Illinois,17093
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,McHenry County,Illinois,17111
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Will County,Illinois,17197
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,DeKalb County,Illinois,17037
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Kane County,Illinois,17089
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Jasper County,Indiana,18073
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Lake County,Indiana,18089
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Newton County,Indiana,18111
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Porter County,Indiana,18127
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Lake County,Illinois,17097
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Kenosha County,Wisconsin,55059
17020,"Chico, CA",Metropolitan Statistical Area,Butte County,California,6007
17060,"Chillicothe, OH",Micropolitan Statistical Area,Ross County,Ohio,39141
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Dearborn County,Indiana,18029
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Ohio County,Indiana,18115
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Union County,Indiana,18161
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Boone County,Kentucky,21015
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Bracken County,Kentucky,21023
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Campbell County,Kentucky,21037
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Gallatin County,Kentucky,21077
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Grant County,Kentucky,21081
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Kenton County,Kentucky,21117
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Pendleton County,Kentucky,21191
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Brown County,Ohio,39015
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Butler County,Ohio,39017
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Clermont County,Ohio,39025
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Hamilton County,Ohio,39061
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Warren County,Ohio,39165
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Grafton County,New Hampshire,33009
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Sullivan County,New Hampshire,33019
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Orange County,Vermont,50017
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Windsor County,Vermont,50027
17220,"Clarksburg, WV",Micropolitan Statistical Area,Doddridge County,West Virginia,54017
17220,"Clarksburg, WV",Micropolitan Statistical Area,Harrison County,West Virginia,54033
17220,"Clarksburg, WV",Micropolitan Statistical Area,Taylor County,West Virginia,54091
17260,"Clarksdale, MS",Micropolitan Statistical Area,Coahoma County,Mississippi,28027
17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Christian County,Kentucky,21047
17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Trigg County,Kentucky,21221
17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Montgomery County,Tennessee,47125
17340,"Clearlake, CA",Micropolitan Statistical Area,Lake County,California,6033
17380,"Cleveland, MS",Micropolitan Statistical Area,Bolivar County,Mississippi,28011
17420,"Cleveland, TN",Metropolitan Statistical Area,Bradley County,Tennessee,47011
17420,"Cleveland, TN",Metropolitan Statistical Area,Polk County,Tennessee,47139
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Cuyahoga County,Ohio,39035
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Geauga County,Ohio,39055
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Lake County,Ohio,39085
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Lorain County,Ohio,39093
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Medina County,Ohio,39103
17500,"Clewiston, FL",Micropolitan Statistical Area,Hendry County,Florida,12051
17540,"Clinton, IA",Micropolitan Statistical Area,Clinton County,Iowa,19045
17580,"Clovis, NM",Micropolitan Statistical Area,Curry County,New Mexico,35009
17620,"Coamo, PR",Micropolitan Statistical Area,Coamo Municipio,Puerto Rico,72043
17640,"Coco, PR",Micropolitan Statistical Area,Salinas Municipio,Puerto Rico,72123
17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,Kootenai County,Idaho,16055
17700,"Coffeyville, KS",Micropolitan Statistical Area,Montgomery County,Kansas,20125
17740,"Coldwater, MI",Micropolitan Statistical Area,Branch County,Michigan,26023
17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Brazos County,Texas,48041
17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Burleson County,Texas,48051
17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Robertson County,Texas,48395
17820,"Colorado Springs, CO",Metropolitan Statistical Area,El Paso County,Colorado,8041
17820,"Colorado Springs, CO",Metropolitan Statistical Area,Teller County,Colorado,8119
17860,"Columbia, MO",Metropolitan Statistical Area,Boone County,Missouri,29019
17900,"Columbia, SC",Metropolitan Statistical Area,Calhoun County,South Carolina,45017
17900,"Columbia, SC",Metropolitan Statistical Area,Fairfield County,South Carolina,45039
17900,"Columbia, SC",Metropolitan Statistical Area,Kershaw County,South Carolina,45055
17900,"Columbia, SC",Metropolitan Statistical Area,Lexington County,South Carolina,45063
17900,"Columbia, SC",Metropolitan Statistical Area,Richland County,South Carolina,45079
17900,"Columbia, SC",Metropolitan Statistical Area,Saluda County,South Carolina,45081
17980,"Columbus, GA-AL",Metropolitan Statistical Area,Russell County,Alabama,1113
17980,"Columbus, GA-AL",Metropolitan Statistical Area,Chattahoochee County,Georgia,13053
17980,"Columbus, GA-AL",Metropolitan Statistical Area,Harris County,Georgia,13145
17980,"Columbus, GA-AL",Metropolitan Statistical Area,Marion County,Georgia,13197
17980,"Columbus, GA-AL",Metropolitan Statistical Area,Muscogee County,Georgia,13215
18020,"Columbus, IN",Metropolitan Statistical Area,Bartholomew County,Indiana,18005
18060,"Columbus, MS",Micropolitan Statistical Area,Lowndes County,Mississippi,28087
18100,"Columbus, NE",Micropolitan Statistical Area,Platte County,Nebraska,31141
18140,"Columbus, OH",Metropolitan Statistical Area,Delaware County,Ohio,39041
18140,"Columbus, OH",Metropolitan Statistical Area,Fairfield County,Ohio,39045
18140,"Columbus, OH",Metropolitan Statistical Area,Franklin County,Ohio,39049
18140,"Columbus, OH",Metropolitan Statistical Area,Hocking County,Ohio,39073
18140,"Columbus, OH",Metropolitan Statistical Area,Licking County,Ohio,39089
18140,"Columbus, OH",Metropolitan Statistical Area,Madison County,Ohio,39097
18140,"Columbus, OH",Metropolitan Statistical Area,Morrow County,Ohio,39117
18140,"Columbus, OH",Metropolitan Statistical Area,Perry County,Ohio,39127
18140,"Columbus, OH",Metropolitan Statistical Area,Pickaway County,Ohio,39129
18140,"Columbus, OH",Metropolitan Statistical Area,Union County,Ohio,39159
18180,"Concord, NH",Micropolitan Statistical Area,Merrimack County,New Hampshire,33013
18220,"Connersville, IN",Micropolitan Statistical Area,Fayette County,Indiana,18041
18260,"Cookeville, TN",Micropolitan Statistical Area,Jackson County,Tennessee,47087
18260,"Cookeville, TN",Micropolitan Statistical Area,Overton County,Tennessee,47133
18260,"Cookeville, TN",Micropolitan Statistical Area,Putnam County,Tennessee,47141
18300,"Coos Bay, OR",Micropolitan Statistical Area,Coos County,Oregon,41011
18380,"Cordele, GA",Micropolitan Statistical Area,Crisp County,Georgia,13081
18420,"Corinth, MS",Micropolitan Statistical Area,Alcorn County,Mississippi,28003
18460,"Cornelia, GA",Micropolitan Statistical Area,Habersham County,Georgia,13137
18500,"Corning, NY",Micropolitan Statistical Area,Steuben County,New York,36101
18580,"Corpus Christi, TX",Metropolitan Statistical Area,Aransas County,Texas,48007
18580,"Corpus Christi, TX",Metropolitan Statistical Area,Nueces County,Texas,48355
18580,"Corpus Christi, TX",Metropolitan Statistical Area,San Patricio County,Texas,48409
18620,"Corsicana, TX",Micropolitan Statistical Area,Navarro County,Texas,48349
18660,"Cortland, NY",Micropolitan Statistical Area,Cortland County,New York,36023
18700,"Corvallis, OR",Metropolitan Statistical Area,Benton County,Oregon,41003
18740,"Coshocton, OH",Micropolitan Statistical Area,Coshocton County,Ohio,39031
18780,"Craig, CO",Micropolitan Statistical Area,Moffat County,Colorado,8081
18820,"Crawfordsville, IN",Micropolitan Statistical Area,Montgomery County,Indiana,18107
18860,"Crescent City, CA",Micropolitan Statistical Area,Del Norte County,California,6015
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Okaloosa County,Florida,12091
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Walton County,Florida,12131
18900,"Crossville, TN",Micropolitan Statistical Area,Cumberland County,Tennessee,47035
18980,"Cullman, AL",Micropolitan Statistical Area,Cullman County,Alabama,1043
19000,"Cullowhee, NC",Micropolitan Statistical Area,Jackson County,North Carolina,37099
19060,"Cumberland, MD-WV",Metropolitan Statistical Area,Allegany County,Maryland,24001
19060,"Cumberland, MD-WV",Metropolitan Statistical Area,Mineral County,West Virginia,54057
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Collin County,Texas,48085
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Dallas County,Texas,48113
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Denton County,Texas,48121
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Ellis County,Texas,48139
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Hunt County,Texas,48231
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Kaufman County,Texas,48257
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Rockwall County,Texas,48397
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Hood County,Texas,48221
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Johnson County,Texas,48251
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Parker County,Texas,48367
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Somervell County,Texas,48425
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Tarrant County,Texas,48439
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Wise County,Texas,48497
19140,"Dalton, GA",Metropolitan Statistical Area,Murray County,Georgia,13213
19140,"Dalton, GA",Metropolitan Statistical Area,Whitfield County,Georgia,13313
19180,"Danville, IL",Metropolitan Statistical Area,Vermilion County,Illinois,17183
19220,"Danville, KY",Micropolitan Statistical Area,Boyle County,Kentucky,21021
19220,"Danville, KY",Micropolitan Statistical Area,Lincoln County,Kentucky,21137
19260,"Danville, VA",Micropolitan Statistical Area,Pittsylvania County,Virginia,51143
19260,"Danville, VA",Micropolitan Statistical Area,Danville city,Virginia,51590
19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,Baldwin County,Alabama,1003
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Henry County,Illinois,17073
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Mercer County,Illinois,17131
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Rock Island County,Illinois,17161
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Scott County,Iowa,19163
19380,"Dayton, OH",Metropolitan Statistical Area,Greene County,Ohio,39057
19380,"Dayton, OH",Metropolitan Statistical Area,Miami County,Ohio,39109
19380,"Dayton, OH",Metropolitan Statistical Area,Montgomery County,Ohio,39113
19420,"Dayton, TN",Micropolitan Statistical Area,Rhea County,Tennessee,47143
19460,"Decatur, AL",Metropolitan Statistical Area,Lawrence County,Alabama,1079
19460,"Decatur, AL",Metropolitan Statistical Area,Morgan County,Alabama,1103
19500,"Decatur, IL",Metropolitan Statistical Area,Macon County,Illinois,17115
19540,"Decatur, IN",Micropolitan Statistical Area,Adams County,Indiana,18001
19580,"Defiance, OH",Micropolitan Statistical Area,Defiance County,Ohio,39039
19620,"Del Rio, TX",Micropolitan Statistical Area,Val Verde County,Texas,48465
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Flagler County,Florida,12035
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Volusia County,Florida,12127
19700,"Deming, NM",Micropolitan Statistical Area,Luna County,New Mexico,35029
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Adams County,Colorado,8001
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Arapahoe County,Colorado,8005
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Broomfield County,Colorado,8014
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Clear Creek County,Colorado,8019
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Denver County,Colorado,8031
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Douglas County,Colorado,8035
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Elbert County,Colorado,8039
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Gilpin County,Colorado,8047
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Jefferson County,Colorado,8059
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Park County,Colorado,8093
19760,"DeRidder, LA",Micropolitan Statistical Area,Beauregard Parish,Louisiana,22011
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Dallas County,Iowa,19049
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Guthrie County,Iowa,19077
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Madison County,Iowa,19121
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Polk County,Iowa,19153
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Warren County,Iowa,19181
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Wayne County,Michigan,26163
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Lapeer County,Michigan,26087
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livingston County,Michigan,26093
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Macomb County,Michigan,26099
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Oakland County,Michigan,26125
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,St. Clair County,Michigan,26147
19860,"Dickinson, ND",Micropolitan Statistical Area,Stark County,North Dakota,38089
19940,"Dixon, IL",Micropolitan Statistical Area,Lee County,Illinois,17103
19980,"Dodge City, KS",Micropolitan Statistical Area,Ford County,Kansas,20057
20020,"Dothan, AL",Metropolitan Statistical Area,Geneva County,Alabama,1061
20020,"Dothan, AL",Metropolitan Statistical Area,Henry County,Alabama,1067
20020,"Dothan, AL",Metropolitan Statistical Area,Houston County,Alabama,1069
20060,"Douglas, GA",Micropolitan Statistical Area,Coffee County,Georgia,13069
20100,"Dover, DE",Metropolitan Statistical Area,Kent County,Delaware,10001
20140,"Dublin, GA",Micropolitan Statistical Area,Johnson County,Georgia,13167
20140,"Dublin, GA",Micropolitan Statistical Area,Laurens County,Georgia,13175
20180,"DuBois, PA",Micropolitan Statistical Area,Clearfield County,Pennsylvania,42033
20220,"Dubuque, IA",Metropolitan Statistical Area,Dubuque County,Iowa,19061
20260,"Duluth, MN-WI",Metropolitan Statistical Area,Carlton County,Minnesota,27017
20260,"Duluth, MN-WI",Metropolitan Statistical Area,St. Louis County,Minnesota,27137
20260,"Duluth, MN-WI",Metropolitan Statistical Area,Douglas County,Wisconsin,55031
20300,"Dumas, TX",Micropolitan Statistical Area,Moore County,Texas,48341
20340,"Duncan, OK",Micropolitan Statistical Area,Stephens County,Oklahoma,40137
20380,"Dunn, NC",Micropolitan Statistical Area,Harnett County,North Carolina,37085
20420,"Durango, CO",Micropolitan Statistical Area,La Plata County,Colorado,8067
20460,"Durant, OK",Micropolitan Statistical Area,Bryan County,Oklahoma,40013
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Chatham County,North Carolina,37037
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Durham County,North Carolina,37063
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Orange County,North Carolina,37135
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Person County,North Carolina,37145
20540,"Dyersburg, TN",Micropolitan Statistical Area,Dyer County,Tennessee,47045
20580,"Eagle Pass, TX",Micropolitan Statistical Area,Maverick County,Texas,48323
20660,"Easton, MD",Micropolitan Statistical Area,Talbot County,Maryland,24041
20700,"East Stroudsburg, PA",Metropolitan Statistical Area,Monroe County,Pennsylvania,42089
20740,"Eau Claire, WI",Metropolitan Statistical Area,Chippewa County,Wisconsin,55017
20740,"Eau Claire, WI",Metropolitan Statistical Area,Eau Claire County,Wisconsin,55035
20780,"Edwards, CO",Micropolitan Statistical Area,Eagle County,Colorado,8037
20820,"Effingham, IL",Micropolitan Statistical Area,Effingham County,Illinois,17049
20900,"El Campo, TX",Micropolitan Statistical Area,Wharton County,Texas,48481
20940,"El Centro, CA",Metropolitan Statistical Area,Imperial County,California,6025
20980,"El Dorado, AR",Micropolitan Statistical Area,Union County,Arkansas,5139
21020,"Elizabeth City, NC",Micropolitan Statistical Area,Camden County,North Carolina,37029
21020,"Elizabeth City, NC",Micropolitan Statistical Area,Pasquotank County,North Carolina,37139
21020,"Elizabeth City, NC",Micropolitan Statistical Area,Perquimans County,North Carolina,37143
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Hardin County,Kentucky,21093
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Larue County,Kentucky,21123
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Meade County,Kentucky,21163
21120,"Elk City, OK",Micropolitan Statistical Area,Beckham County,Oklahoma,40009
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,Elkhart County,Indiana,18039
21180,"Elkins, WV",Micropolitan Statistical Area,Randolph County,West Virginia,54083
21220,"Elko, NV",Micropolitan Statistical Area,Elko County,Nevada,32007
21220,"Elko, NV",Micropolitan Statistical Area,Eureka County,Nevada,32011
21260,"Ellensburg, WA",Micropolitan Statistical Area,Kittitas County,Washington,53037
21300,"Elmira, NY",Metropolitan Statistical Area,Chemung County,New York,36015
21340,"El Paso, TX",Metropolitan Statistical Area,El Paso County,Texas,48141
21340,"El Paso, TX",Metropolitan Statistical Area,Hudspeth County,Texas,48229
21380,"Emporia, KS",Micropolitan Statistical Area,Lyon County,Kansas,20111
21420,"Enid, OK",Micropolitan Statistical Area,Garfield County,Oklahoma,40047
21460,"Enterprise, AL",Micropolitan Statistical Area,Coffee County,Alabama,1031
21500,"Erie, PA",Metropolitan Statistical Area,Erie County,Pennsylvania,42049
21540,"Escanaba, MI",Micropolitan Statistical Area,Delta County,Michigan,26041
21580,"Española, NM",Micropolitan Statistical Area,Rio Arriba County,New Mexico,35039
21660,"Eugene, OR",Metropolitan Statistical Area,Lane County,Oregon,41039
21700,"Eureka-Arcata-Fortuna, CA",Micropolitan Statistical Area,Humboldt County,California,6023
21740,"Evanston, WY",Micropolitan Statistical Area,Uinta County,Wyoming,56041
21780,"Evansville, IN-KY",Metropolitan Statistical Area,Posey County,Indiana,18129
21780,"Evansville, IN-KY",Metropolitan Statistical Area,Vanderburgh County,Indiana,18163
21780,"Evansville, IN-KY",Metropolitan Statistical Area,Warrick County,Indiana,18173
21780,"Evansville, IN-KY",Metropolitan Statistical Area,Henderson County,Kentucky,21101
21820,"Fairbanks, AK",Metropolitan Statistical Area,Fairbanks North Star Borough,Alaska,2090
21840,"Fairfield, IA",Micropolitan Statistical Area,Jefferson County,Iowa,19101
21900,"Fairmont, WV",Micropolitan Statistical Area,Marion County,West Virginia,54049
21980,"Fallon, NV",Micropolitan Statistical Area,Churchill County,Nevada,32001
22020,"Fargo, ND-MN",Metropolitan Statistical Area,Clay County,Minnesota,27027
22020,"Fargo, ND-MN",Metropolitan Statistical Area,Cass County,North Dakota,38017
22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,Rice County,Minnesota,27131
22100,"Farmington, MO",Micropolitan Statistical Area,St. Francois County,Missouri,29187
22140,"Farmington, NM",Metropolitan Statistical Area,San Juan County,New Mexico,35045
22180,"Fayetteville, NC",Metropolitan Statistical Area,Cumberland County,North Carolina,37051
22180,"Fayetteville, NC",Metropolitan Statistical Area,Hoke County,North Carolina,37093
22220,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Benton County,Arkansas,5007
22220,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Madison County,Arkansas,5087
22220,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Washington County,Arkansas,5143
22220,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,McDonald County,Missouri,29119
22260,"Fergus Falls, MN",Micropolitan Statistical Area,Otter Tail County,Minnesota,27111
22280,"Fernley, NV",Micropolitan Statistical Area,Lyon County,Nevada,32019
22300,"Findlay, OH",Micropolitan Statistical Area,Hancock County,Ohio,39063
22340,"Fitzgerald, GA",Micropolitan Statistical Area,Ben Hill County,Georgia,13017
22380,"Flagstaff, AZ",Metropolitan Statistical Area,Coconino County,Arizona,4005
22420,"Flint, MI",Metropolitan Statistical Area,Genesee County,Michigan,26049
22500,"Florence, SC",Metropolitan Statistical Area,Darlington County,South Carolina,45031
22500,"Florence, SC",Metropolitan Statistical Area,Florence County,South Carolina,45041
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Colbert County,Alabama,1033
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Lauderdale County,Alabama,1077
22540,"Fond du Lac, WI",Metropolitan Statistical Area,Fond du Lac County,Wisconsin,55039
22580,"Forest City, NC",Micropolitan Statistical Area,Rutherford County,North Carolina,37161
22620,"Forrest City, AR",Micropolitan Statistical Area,St. Francis County,Arkansas,5123
22660,"Fort Collins, CO",Metropolitan Statistical Area,Larimer County,Colorado,8069
22700,"Fort Dodge, IA",Micropolitan Statistical Area,Webster County,Iowa,19187
22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,Pulaski County,Missouri,29169
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Hancock County,Illinois,17067
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Lee County,Iowa,19111
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Clark County,Missouri,29045
22820,"Fort Morgan, CO",Micropolitan Statistical Area,Morgan County,Colorado,8087
22860,"Fort Polk South, LA",Micropolitan Statistical Area,Vernon Parish,Louisiana,22115
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Crawford County,Arkansas,5033
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Sebastian County,Arkansas,5131
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Le Flore County,Oklahoma,40079
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Sequoyah County,Oklahoma,40135
23060,"Fort Wayne, IN",Metropolitan Statistical Area,Allen County,Indiana,18003
23060,"Fort Wayne, IN",Metropolitan Statistical Area,Wells County,Indiana,18179
23060,"Fort Wayne, IN",Metropolitan Statistical Area,Whitley County,Indiana,18183
23140,"Frankfort, IN",Micropolitan Statistical Area,Clinton County,Indiana,18023
23180,"Frankfort, KY",Micropolitan Statistical Area,Anderson County,Kentucky,21005
23180,"Frankfort, KY",Micropolitan Statistical Area,Franklin County,Kentucky,21073
23240,"Fredericksburg, TX",Micropolitan Statistical Area,Gillespie County,Texas,48171
23300,"Freeport, IL",Micropolitan Statistical Area,Stephenson County,Illinois,17177
23340,"Fremont, NE",Micropolitan Statistical Area,Dodge County,Nebraska,31053
23380,"Fremont, OH",Micropolitan Statistical Area,Sandusky County,Ohio,39143
23420,"Fresno, CA",Metropolitan Statistical Area,Fresno County,California,6019
