id,stateAbbr,stateName,incomeTaxRate,incomeGreaterThan,incomeNotGreaterThan
36,NY,New York,0.0645,21300,80150
36,NY,New York,0.0665,80150,214000
36,NY,New York,0.0685,214000,1070350
36,NY,New York,0.0882,1070350,
37,NC,North Carolina,0.0575,0,
38,ND,North Dakota,0.011,0,37450
38,ND,North Dakota,0.0204,37450,90750
38,ND,North Dakota,0.0227,90750,189300
38,ND,North Dakota,0.0264,189300,411500
38,ND,North Dakota,0.029,411500,
39,OH,Ohio,0.00495,0,5200
39,OH,Ohio,0.0099,5200,10400
39,OH,Ohio,0.0198,10400,15650
39,OH,Ohio,0.02476,15650,20900
39,OH,Ohio,0.02969,20900,41700
39,OH,Ohio,0.03465,41700,83350
39,OH,Ohio,0.0396,83350,104250
39,OH,Ohio,0.04597,104250,208500
39,OH,Ohio,0.04997,208500,
40,OK,Oklahoma,0.005,0,1000
40,OK,Oklahoma,0.01,1000,2500
40,OK,Oklahoma,0.02,2500,3750
40,OK,Oklahoma,0.03,3750,4900
40,OK,Oklahoma,0.04,4900,7200
40,OK,Oklahoma,0.05,7200,
41,OR,Oregon,0.05,0,3350
41,OR,Oregon,0.07,3350,8450
41,OR,Oregon,0.09,8450,125000
41,OR,Oregon,0.099,125000,
42,PA,Pennsylvania,0.0307,0,
44,RI,Rhode Island,0.0375,0,60850
44,RI,Rhode Island,0.0475,60850,138300
44,RI,Rhode Island,0.0599,138300,2920
45,SC,South Carolina,0.03,2920,5840
45,SC,South Carolina,0.04,5840,8760
45,SC,South Carolina,0.05,8760,11680
45,SC,South Carolina,0.06,11680,14600
45,SC,South Carolina,0.07,14600,
46,SD,South Dakota,0,0,
47,TN,Tennessee,0.06,0,
48,TX,Texas,0,0,
49,UT,Utah,0.05,0,
50,VT,Vermont,0.0355,0,39900
50,VT,Vermont,0.068,39900,93400
50,VT,Vermont,0.078,93400,192400
50,VT,Vermont,0.088,192400,415600
50,VT,Vermont,0.0895,415600,
51,VA,Virginia,0.02,0,3000
51,VA,Virginia,0.03,3000,5000
51,VA,Virginia,0.05,5000,17000
51,VA,Virginia,0.0575,17000,
53,WA,Washington,0,0,
54,WV,West Virginia,0.03,0,10000
54,WV,West Virginia,0.04,10000,25000
54,WV,West Virginia,0.045,25000,40000
54,WV,West Virginia,0.06,40000,60000
54,WV,West Virginia,0.065,60000,
55,WI,Wisconsin,0.04,0,11150
55,WI,Wisconsin,0.0584,11150,22230
55,WI,Wisconsin,0.0627,22230,244750
55,WI,Wisconsin,0.0765,244750,
56,WY,Wyoming,0,0,
