id,state,regionalPriceParity,purchasingPower,metroName
1001,1,90.1,110.9877913,"Montgomery, AL (Metropolitan Statistical Area)"
1003,1,89,112.3595506,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)"
1005,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1007,1,90.2,110.864745,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
1009,1,90.2,110.864745,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
1011,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1013,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1015,1,84.8,117.9245283,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)"
1017,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1019,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1021,1,90.2,110.864745,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
1023,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1025,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1027,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1029,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1031,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1033,1,84.5,118.3431953,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)"
1035,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1037,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1039,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1041,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1043,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1045,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1047,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1049,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1051,1,90.1,110.9877913,"Montgomery, AL (Metropolitan Statistical Area)"
1053,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1055,1,84.7,118.0637544,"Gadsden, AL (Metropolitan Statistical Area)"
1057,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1059,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1061,1,85,117.6470588,"Dothan, AL (Metropolitan Statistical Area)"
1063,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1065,1,88.6,112.8668172,"Tuscaloosa, AL (Metropolitan Statistical Area)"
1067,1,85,117.6470588,"Dothan, AL (Metropolitan Statistical Area)"
1069,1,85,117.6470588,"Dothan, AL (Metropolitan Statistical Area)"
1071,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1073,1,90.2,110.864745,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
1075,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1077,1,84.5,118.3431953,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)"
1079,1,86.9,115.0747986,"Decatur, AL (Metropolitan Statistical Area)"
1081,1,87,114.9425287,"Auburn-Opelika, AL (Metropolitan Statistical Area)"
1083,1,91.3,109.5290252,"Huntsville, AL (Metropolitan Statistical Area)"
1085,1,90.1,110.9877913,"Montgomery, AL (Metropolitan Statistical Area)"
1087,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1089,1,91.3,109.5290252,"Huntsville, AL (Metropolitan Statistical Area)"
1091,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1093,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1095,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1097,1,88.2,113.3786848,"Mobile, AL (Metropolitan Statistical Area)"
1099,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1101,1,90.1,110.9877913,"Montgomery, AL (Metropolitan Statistical Area)"
1103,1,86.9,115.0747986,"Decatur, AL (Metropolitan Statistical Area)"
1105,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1107,1,88.6,112.8668172,"Tuscaloosa, AL (Metropolitan Statistical Area)"
1109,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1111,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1113,1,89,112.3595506,"Columbus, GA-AL (Metropolitan Statistical Area)"
1115,1,90.2,110.864745,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
1117,1,90.2,110.864745,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
1119,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1121,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1123,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1125,1,88.6,112.8668172,"Tuscaloosa, AL (Metropolitan Statistical Area)"
1127,1,90.2,110.864745,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
1129,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1131,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
1133,1,84.7,118.0637544,Alabama (Nonmetropolitan Portion)
2013,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2016,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2020,2,110.9,90.17132552,"Anchorage, AK (Metropolitan Statistical Area)"
2050,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2060,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2068,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2070,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2090,2,106.8,93.6329588,"Fairbanks, AK (Metropolitan Statistical Area)"
2100,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2105,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2110,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2122,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2130,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2150,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2164,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2170,2,110.9,90.17132552,"Anchorage, AK (Metropolitan Statistical Area)"
2180,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2185,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2188,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2195,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2198,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2220,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2230,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2240,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2261,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2270,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2275,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2282,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
2290,2,99.3,100.7049345,Alaska (Nonmetropolitan Portion)
4001,4,89.6,111.6071429,Arizona (Nonmetropolitan Portion)
4003,4,94.1,106.2699256,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)"
4005,4,98.4,101.6260163,"Flagstaff, AZ (Metropolitan Statistical Area)"
4007,4,89.6,111.6071429,Arizona (Nonmetropolitan Portion)
4009,4,89.6,111.6071429,Arizona (Nonmetropolitan Portion)
4011,4,89.6,111.6071429,Arizona (Nonmetropolitan Portion)
4012,4,89.6,111.6071429,Arizona (Nonmetropolitan Portion)
4013,4,99.7,100.3009027,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)"
4015,4,93.8,106.6098081,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)"
4017,4,89.6,111.6071429,Arizona (Nonmetropolitan Portion)
4019,4,97,103.0927835,"Tucson, AZ (Metropolitan Statistical Area)"
4021,4,99.7,100.3009027,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)"
4023,4,89.6,111.6071429,Arizona (Nonmetropolitan Portion)
4025,4,96.3,103.8421599,"Prescott, AZ (Metropolitan Statistical Area)"
4027,4,93.3,107.1811361,"Yuma, AZ (Metropolitan Statistical Area)"
5001,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5003,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5005,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5007,5,90.3,110.7419712,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)"
5009,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5011,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5013,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5015,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5017,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5019,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5021,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5023,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5025,5,85.3,117.2332943,"Pine Bluff, AR (Metropolitan Statistical Area)"
5027,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5029,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5031,5,81.7,122.3990208,"Jonesboro, AR (Metropolitan Statistical Area)"
5033,5,85.6,116.8224299,"Fort Smith, AR-OK (Metropolitan Statistical Area)"
5035,5,92.1,108.577633,"Memphis, TN-MS-AR (Metropolitan Statistical Area)"
5037,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5039,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5041,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5043,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5045,5,91.1,109.7694841,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5047,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5049,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5051,5,85.4,117.0960187,"Hot Springs, AR (Metropolitan Statistical Area)"
5053,5,91.1,109.7694841,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5055,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5057,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5059,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5061,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5063,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5065,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5067,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5069,5,85.3,117.2332943,"Pine Bluff, AR (Metropolitan Statistical Area)"
5071,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5073,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5075,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5077,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5079,5,85.3,117.2332943,"Pine Bluff, AR (Metropolitan Statistical Area)"
5081,5,89.1,112.2334456,"Texarkana, TX-AR (Metropolitan Statistical Area)"
5083,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5085,5,91.1,109.7694841,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5087,5,90.3,110.7419712,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)"
5089,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5091,5,89.1,112.2334456,"Texarkana, TX-AR (Metropolitan Statistical Area)"
5093,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5095,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5097,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5099,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5101,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5103,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5105,5,91.1,109.7694841,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5107,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5109,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5111,5,81.7,122.3990208,"Jonesboro, AR (Metropolitan Statistical Area)"
5113,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5115,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5117,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5119,5,91.1,109.7694841,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5121,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5123,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5125,5,91.1,109.7694841,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5127,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5129,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5131,5,85.6,116.8224299,"Fort Smith, AR-OK (Metropolitan Statistical Area)"
5133,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5135,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5137,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5139,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5141,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5143,5,90.3,110.7419712,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)"
5145,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5147,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
5149,5,84.9,117.7856302,Arkansas (Nonmetropolitan Portion)
6001,6,121.3,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6003,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6005,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6007,6,100.2,99.8003992,"Chico, CA (Metropolitan Statistical Area)"
6009,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6011,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6013,6,121.3,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6015,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6017,6,102.4,97.65625,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6019,6,97.6,102.4590164,"Fresno, CA (Metropolitan Statistical Area)"
6021,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6023,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6025,6,92.2,108.4598698,"El Centro, CA (Metropolitan Statistical Area)"
6027,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6029,6,97.3,102.7749229,"Bakersfield, CA (Metropolitan Statistical Area)"
6031,6,95.5,104.7120419,"Hanford-Corcoran, CA (Metropolitan Statistical Area)"
6033,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6035,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6037,6,118.2,84.60236887,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
6039,6,96.4,103.7344398,"Madera, CA (Metropolitan Statistical Area)"
6041,6,121.3,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6043,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6045,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6047,6,95.8,104.3841336,"Merced, CA (Metropolitan Statistical Area)"
6049,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6051,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6053,6,107.1,93.37068161,"Salinas, CA (Metropolitan Statistical Area)"
6055,6,118.5,84.38818565,"Napa, CA (Metropolitan Statistical Area)"
6057,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6059,6,118.2,84.60236887,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
6061,6,102.4,97.65625,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6063,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6065,6,106.3,94.07337723,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
6067,6,102.4,97.65625,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6069,6,122,81.96721311,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
6071,6,106.3,94.07337723,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
6073,6,119,84.03361345,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)"
6075,6,121.3,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6077,6,100.6,99.40357853,"Stockton-Lodi, CA (Metropolitan Statistical Area)"
6079,6,106.9,93.5453695,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)"
6081,6,121.3,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6083,6,108.2,92.42144177,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"
6085,6,122,81.96721311,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
6087,6,121.4,82.3723229,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)"
6089,6,98.6,101.4198783,"Redding, CA (Metropolitan Statistical Area)"
6091,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6093,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6095,6,116.3,85.98452279,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)"
6097,6,118.2,84.60236887,"Santa Rosa, CA (Metropolitan Statistical Area)"
6099,6,99.1,100.9081736,"Modesto, CA (Metropolitan Statistical Area)"
6101,6,98.3,101.7293998,"Yuba City, CA (Metropolitan Statistical Area)"
6103,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6105,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6107,6,95.6,104.6025105,"Visalia-Porterville, CA (Metropolitan Statistical Area)"
6109,6,98.1,101.9367992,California (Nonmetropolitan Portion)
6111,6,114.6,87.2600349,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)"
6113,6,102.4,97.65625,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6115,6,98.3,101.7293998,"Yuba City, CA (Metropolitan Statistical Area)"
8001,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8003,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8005,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8007,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8009,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8011,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8013,8,108.9,91.82736455,"Boulder, CO (Metropolitan Statistical Area)"
8014,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8015,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8017,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8019,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8021,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8023,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8025,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8027,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8029,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8031,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8033,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8035,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8037,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8039,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8041,8,98.6,101.4198783,"Colorado Springs, CO (Metropolitan Statistical Area)"
8043,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8045,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8047,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8049,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8051,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8053,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8055,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8057,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8059,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8061,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8063,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8065,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8067,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8069,8,100.3,99.70089731,"Fort Collins, CO (Metropolitan Statistical Area)"
8071,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8073,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8075,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8077,8,95.1,105.1524711,"Grand Junction, CO (Metropolitan Statistical Area)"
8079,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8081,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8083,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8085,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8087,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8089,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8091,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8093,8,104.3,95.87727709,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8095,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8097,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8099,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8101,8,92.4,108.2251082,"Pueblo, CO (Metropolitan Statistical Area)"
8103,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8105,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8107,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8109,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8111,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8113,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8115,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8117,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8119,8,98.6,101.4198783,"Colorado Springs, CO (Metropolitan Statistical Area)"
8121,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
8123,8,97.6,102.4590164,"Greeley, CO (Metropolitan Statistical Area)"
8125,8,96.4,103.7344398,Colorado (Nonmetropolitan Portion)
9001,9,121.5,82.30452675,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)"
9003,9,100.9,99.10802775,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)"
9005,9,100.7,99.30486594,Connecticut (Nonmetropolitan Portion)
9007,9,100.9,99.10802775,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)"
9009,9,113.5,88.10572687,"New Haven-Milford, CT (Metropolitan Statistical Area)"
9011,9,101.3,98.71668312,"Norwich-New London, CT (Metropolitan Statistical Area)"
9013,9,100.9,99.10802775,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)"
9015,9,105.5,94.78672986,"Worcester, MA-CT (Metropolitan Statistical Area)"
10001,10,94.1,106.2699256,"Dover, DE (Metropolitan Statistical Area)"
10003,10,109,91.74311927,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
10005,10,90,111.1111111,"Salisbury, MD-DE (Metropolitan Statistical Area)"
11001,11,120.4,83.05647841,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
12001,12,96.3,103.8421599,"Gainesville, FL (Metropolitan Statistical Area)"
12003,12,96.3,103.8421599,"Jacksonville, FL (Metropolitan Statistical Area)"
12005,12,96.3,103.8421599,"Panama City, FL (Metropolitan Statistical Area)"
12007,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12009,12,95.8,104.3841336,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)"
12011,12,105,95.23809524,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)"
12013,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12015,12,95.3,104.9317943,"Punta Gorda, FL (Metropolitan Statistical Area)"
12017,12,89.7,111.4827202,"Homosassa Springs, FL (Metropolitan Statistical Area)"
12019,12,96.3,103.8421599,"Jacksonville, FL (Metropolitan Statistical Area)"
12021,12,99,101.010101,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)"
12023,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12027,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12029,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12031,12,96.3,103.8421599,"Jacksonville, FL (Metropolitan Statistical Area)"
12033,12,94.5,105.8201058,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)"
12035,12,95.5,104.7120419,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"
12037,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12039,12,95.1,105.1524711,"Tallahassee, FL (Metropolitan Statistical Area)"
12041,12,96.3,103.8421599,"Gainesville, FL (Metropolitan Statistical Area)"
12043,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12045,12,96.3,103.8421599,"Panama City, FL (Metropolitan Statistical Area)"
12047,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12049,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12051,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12053,12,99.4,100.6036217,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
12055,12,89.7,111.4827202,"Sebring, FL (Metropolitan Statistical Area)"
12057,12,99.4,100.6036217,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
12059,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12061,12,91.8,108.9324619,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)"
12063,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12065,12,95.1,105.1524711,"Tallahassee, FL (Metropolitan Statistical Area)"
12067,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12069,12,98,102.0408163,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
12071,12,95,105.2631579,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)"
12073,12,95.1,105.1524711,"Tallahassee, FL (Metropolitan Statistical Area)"
12075,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12077,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12079,12,89.7,111.4827202,Florida (Nonmetropolitan Portion)
12081,12,98.8,101.2145749,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)"
12083,12,92,108.6956522,"Ocala, FL (Metropolitan Statistical Area)"
12085,12,95.8,104.3841336,"Port St. Lucie, FL (Metropolitan Statistical Area)"
